Id; Source; Target; Weight
"(34, 8, 37, 6, 24, 30, 26, 30, 7)";"(34, 8, 37, 6, 24, 30, 26, 30, 7)";"(8, 37, 6, 24, 30, 26, 30, 7, 6)"; 1
"(8, 37, 6, 24, 30, 26, 30, 7, 6)";"(8, 37, 6, 24, 30, 26, 30, 7, 6)";"(37, 6, 24, 30, 26, 30, 7, 6, 24)"; 1
"(37, 6, 24, 30, 26, 30, 7, 6, 24)";"(37, 6, 24, 30, 26, 30, 7, 6, 24)";"(6, 24, 30, 26, 30, 7, 6, 24, 30)"; 1
"(6, 24, 30, 26, 30, 7, 6, 24, 30)";"(6, 24, 30, 26, 30, 7, 6, 24, 30)";"(24, 30, 26, 30, 7, 6, 24, 30, 26)"; 1
"(24, 30, 26, 30, 7, 6, 24, 30, 26)";"(24, 30, 26, 30, 7, 6, 24, 30, 26)";"(30, 26, 30, 7, 6, 24, 30, 26, 30)"; 1
"(30, 26, 30, 7, 6, 24, 30, 26, 30)";"(30, 26, 30, 7, 6, 24, 30, 26, 30)";"(26, 30, 7, 6, 24, 30, 26, 30, 7)"; 1
"(26, 30, 7, 6, 24, 30, 26, 30, 7)";"(26, 30, 7, 6, 24, 30, 26, 30, 7)";"(30, 7, 6, 24, 30, 26, 30, 7, 5)"; 1
"(30, 7, 6, 24, 30, 26, 30, 7, 5)";"(30, 7, 6, 24, 30, 26, 30, 7, 5)";"(7, 6, 24, 30, 26, 30, 7, 5, 0)"; 1
"(7, 6, 24, 30, 26, 30, 7, 5, 0)";"(7, 6, 24, 30, 26, 30, 7, 5, 0)";"(6, 24, 30, 26, 30, 7, 5, 0, 4)"; 1
"(6, 24, 30, 26, 30, 7, 5, 0, 4)";"(6, 24, 30, 26, 30, 7, 5, 0, 4)";"(24, 30, 26, 30, 7, 5, 0, 4, 44)"; 1
"(26, 30, 7, 5, 0, 4, 44, 6, 8)";"(26, 30, 7, 5, 0, 4, 44, 6, 8)";"(30, 7, 5, 0, 4, 44, 6, 8, 37)"; 1
"(35, 8, 15, 8, 37, 15, 8, 37, 37)";"(35, 8, 15, 8, 37, 15, 8, 37, 37)";"(8, 15, 8, 37, 15, 8, 37, 37, 35)"; 1
"(8, 15, 8, 37, 15, 8, 37, 37, 35)";"(8, 15, 8, 37, 15, 8, 37, 37, 35)";"(15, 8, 37, 15, 8, 37, 37, 35, 34)"; 1
"(15, 8, 37, 15, 8, 37, 37, 35, 34)";"(15, 8, 37, 15, 8, 37, 37, 35, 34)";"(8, 37, 15, 8, 37, 37, 35, 34, 16)"; 1
"(8, 37, 15, 8, 37, 37, 35, 34, 16)";"(8, 37, 15, 8, 37, 37, 35, 34, 16)";"(37, 15, 8, 37, 37, 35, 34, 16, 16)"; 1
"(37, 15, 8, 37, 37, 35, 34, 16, 16)";"(37, 15, 8, 37, 37, 35, 34, 16, 16)";"(15, 8, 37, 37, 35, 34, 16, 16, 7)"; 1
"(15, 8, 37, 37, 35, 34, 16, 16, 7)";"(15, 8, 37, 37, 35, 34, 16, 16, 7)";"(8, 37, 37, 35, 34, 16, 16, 7, 44)"; 1
"(8, 37, 37, 35, 34, 16, 16, 7, 44)";"(8, 37, 37, 35, 34, 16, 16, 7, 44)";"(37, 37, 35, 34, 16, 16, 7, 44, 6)"; 1
"(16, 16, 7, 44, 6, 8, 8, 8, 37)";"(16, 16, 7, 44, 6, 8, 8, 8, 37)";"(16, 7, 44, 6, 8, 8, 8, 37, 15)"; 1
"(16, 7, 44, 6, 8, 8, 8, 37, 15)";"(16, 7, 44, 6, 8, 8, 8, 37, 15)";"(7, 44, 6, 8, 8, 8, 37, 15, 8)"; 1
"(7, 44, 6, 8, 8, 8, 37, 15, 8)";"(7, 44, 6, 8, 8, 8, 37, 15, 8)";"(44, 6, 8, 8, 8, 37, 15, 8, 37)"; 1
"(44, 6, 8, 8, 8, 37, 15, 8, 37)";"(44, 6, 8, 8, 8, 37, 15, 8, 37)";"(6, 8, 8, 8, 37, 15, 8, 37, 37)"; 1
"(6, 8, 8, 8, 37, 15, 8, 37, 37)";"(6, 8, 8, 8, 37, 15, 8, 37, 37)";"(8, 8, 8, 37, 15, 8, 37, 37, 34)"; 1
"(8, 8, 8, 37, 15, 8, 37, 37, 34)";"(8, 8, 8, 37, 15, 8, 37, 37, 34)";"(8, 8, 37, 15, 8, 37, 37, 34, 37)"; 1
"(34, 8, 37, 35, 34, 34, 7, 5, 0)";"(34, 8, 37, 35, 34, 34, 7, 5, 0)";"(-2, -2, -2, -2, -2, -2, -2, -2, -2)"; 2
"(15, 8, 37, 8, 37, 35, 34, 34, 16)";"(15, 8, 37, 8, 37, 35, 34, 34, 16)";"(8, 37, 8, 37, 35, 34, 34, 16, 15)"; 3
"(15, 8, 37, 8, 37, 35, 34, 34, 16)";"(15, 8, 37, 8, 37, 35, 34, 34, 16)";"(8, 37, 8, 37, 35, 34, 34, 16, 7)"; 1
"(8, 37, 8, 37, 35, 34, 34, 16, 15)";"(8, 37, 8, 37, 35, 34, 34, 16, 15)";"(37, 8, 37, 35, 34, 34, 16, 15, 8)"; 3
"(37, 8, 37, 35, 34, 34, 16, 15, 8)";"(37, 8, 37, 35, 34, 34, 16, 15, 8)";"(8, 37, 35, 34, 34, 16, 15, 8, 37)"; 3
"(8, 37, 35, 34, 34, 16, 15, 8, 37)";"(8, 37, 35, 34, 34, 16, 15, 8, 37)";"(37, 35, 34, 34, 16, 15, 8, 37, 8)"; 3
"(37, 35, 34, 34, 16, 15, 8, 37, 8)";"(37, 35, 34, 34, 16, 15, 8, 37, 8)";"(35, 34, 34, 16, 15, 8, 37, 8, 37)"; 3
"(35, 34, 34, 16, 15, 8, 37, 8, 37)";"(35, 34, 34, 16, 15, 8, 37, 8, 37)";"(34, 34, 16, 15, 8, 37, 8, 37, 35)"; 3
"(34, 34, 16, 15, 8, 37, 8, 37, 35)";"(34, 34, 16, 15, 8, 37, 8, 37, 35)";"(34, 16, 15, 8, 37, 8, 37, 35, 34)"; 3
"(34, 16, 15, 8, 37, 8, 37, 35, 34)";"(34, 16, 15, 8, 37, 8, 37, 35, 34)";"(16, 15, 8, 37, 8, 37, 35, 34, 34)"; 3
"(16, 15, 8, 37, 8, 37, 35, 34, 34)";"(16, 15, 8, 37, 8, 37, 35, 34, 34)";"(15, 8, 37, 8, 37, 35, 34, 34, 16)"; 3
"(8, 37, 8, 37, 35, 34, 34, 16, 7)";"(8, 37, 8, 37, 35, 34, 34, 16, 7)";"(37, 8, 37, 35, 34, 34, 16, 7, 6)"; 1
"(37, 8, 37, 35, 34, 34, 16, 7, 6)";"(37, 8, 37, 35, 34, 34, 16, 7, 6)";"(8, 37, 35, 34, 34, 16, 7, 6, 8)"; 1
"(8, 37, 35, 34, 34, 16, 7, 6, 8)";"(8, 37, 35, 34, 34, 16, 7, 6, 8)";"(37, 35, 34, 34, 16, 7, 6, 8, 37)"; 1
"(37, 35, 34, 34, 16, 7, 6, 8, 37)";"(37, 35, 34, 34, 16, 7, 6, 8, 37)";"(35, 34, 34, 16, 7, 6, 8, 37, 17)"; 1
"(35, 34, 34, 16, 7, 6, 8, 37, 17)";"(35, 34, 34, 16, 7, 6, 8, 37, 17)";"(34, 34, 16, 7, 6, 8, 37, 17, 19)"; 1
"(34, 34, 16, 7, 6, 8, 37, 17, 19)";"(34, 34, 16, 7, 6, 8, 37, 17, 19)";"(34, 16, 7, 6, 8, 37, 17, 19, 34)"; 1
"(34, 16, 7, 6, 8, 37, 17, 19, 34)";"(34, 16, 7, 6, 8, 37, 17, 19, 34)";"(16, 7, 6, 8, 37, 17, 19, 34, 28)"; 1
"(16, 7, 6, 8, 37, 17, 19, 34, 28)";"(16, 7, 6, 8, 37, 17, 19, 34, 28)";"(7, 6, 8, 37, 17, 19, 34, 28, 19)"; 1
"(7, 6, 8, 37, 17, 19, 34, 28, 19)";"(7, 6, 8, 37, 17, 19, 34, 28, 19)";"(6, 8, 37, 17, 19, 34, 28, 19, 34)"; 1
"(6, 8, 37, 17, 19, 34, 28, 19, 34)";"(6, 8, 37, 17, 19, 34, 28, 19, 34)";"(8, 37, 17, 19, 34, 28, 19, 34, 28)"; 1
"(8, 37, 17, 19, 34, 28, 19, 34, 28)";"(8, 37, 17, 19, 34, 28, 19, 34, 28)";"(37, 17, 19, 34, 28, 19, 34, 28, 19)"; 1
"(37, 17, 19, 34, 28, 19, 34, 28, 19)";"(37, 17, 19, 34, 28, 19, 34, 28, 19)";"(17, 19, 34, 28, 19, 34, 28, 19, 34)"; 1
"(17, 19, 34, 28, 19, 34, 28, 19, 34)";"(17, 19, 34, 28, 19, 34, 28, 19, 34)";"(19, 34, 28, 19, 34, 28, 19, 34, 28)"; 1
"(19, 34, 28, 19, 34, 28, 19, 34, 28)";"(19, 34, 28, 19, 34, 28, 19, 34, 28)";"(34, 28, 19, 34, 28, 19, 34, 28, 19)"; 11
"(34, 28, 19, 34, 28, 19, 34, 28, 19)";"(34, 28, 19, 34, 28, 19, 34, 28, 19)";"(28, 19, 34, 28, 19, 34, 28, 19, 34)"; 10
"(34, 28, 19, 34, 28, 19, 34, 28, 19)";"(34, 28, 19, 34, 28, 19, 34, 28, 19)";"(28, 19, 34, 28, 19, 34, 28, 19, 28)"; 1
"(28, 19, 34, 28, 19, 34, 28, 19, 34)";"(28, 19, 34, 28, 19, 34, 28, 19, 34)";"(19, 34, 28, 19, 34, 28, 19, 34, 28)"; 10
"(28, 19, 34, 28, 19, 34, 28, 19, 28)";"(28, 19, 34, 28, 19, 34, 28, 19, 28)";"(19, 34, 28, 19, 34, 28, 19, 28, 18)"; 1
"(19, 34, 28, 19, 34, 28, 19, 28, 18)";"(19, 34, 28, 19, 34, 28, 19, 28, 18)";"(34, 28, 19, 34, 28, 19, 28, 18, 30)"; 1
"(34, 28, 19, 34, 28, 19, 28, 18, 30)";"(34, 28, 19, 34, 28, 19, 28, 18, 30)";"(28, 19, 34, 28, 19, 28, 18, 30, 7)"; 1
"(28, 19, 34, 28, 19, 28, 18, 30, 7)";"(28, 19, 34, 28, 19, 28, 18, 30, 7)";"(19, 34, 28, 19, 28, 18, 30, 7, 44)"; 1
"(19, 34, 28, 19, 28, 18, 30, 7, 44)";"(19, 34, 28, 19, 28, 18, 30, 7, 44)";"(34, 28, 19, 28, 18, 30, 7, 44, 6)"; 1
"(34, 28, 19, 28, 18, 30, 7, 44, 6)";"(34, 28, 19, 28, 18, 30, 7, 44, 6)";"(28, 19, 28, 18, 30, 7, 44, 6, 15)"; 1
"(28, 19, 28, 18, 30, 7, 44, 6, 15)";"(28, 19, 28, 18, 30, 7, 44, 6, 15)";"(19, 28, 18, 30, 7, 44, 6, 15, 8)"; 1
"(19, 28, 18, 30, 7, 44, 6, 15, 8)";"(19, 28, 18, 30, 7, 44, 6, 15, 8)";"(28, 18, 30, 7, 44, 6, 15, 8, 37)"; 1
"(28, 18, 30, 7, 44, 6, 15, 8, 37)";"(28, 18, 30, 7, 44, 6, 15, 8, 37)";"(18, 30, 7, 44, 6, 15, 8, 37, 8)"; 1
"(18, 30, 7, 44, 6, 15, 8, 37, 8)";"(18, 30, 7, 44, 6, 15, 8, 37, 8)";"(30, 7, 44, 6, 15, 8, 37, 8, 37)"; 1
"(30, 7, 44, 6, 15, 8, 37, 8, 37)";"(30, 7, 44, 6, 15, 8, 37, 8, 37)";"(7, 44, 6, 15, 8, 37, 8, 37, 34)"; 1
"(7, 52, 6, 8, 37, 15, 8, 37, 15)";"(7, 52, 6, 8, 37, 15, 8, 37, 15)";"(52, 6, 8, 37, 15, 8, 37, 15, 8)"; 1
"(52, 6, 8, 37, 15, 8, 37, 15, 8)";"(52, 6, 8, 37, 15, 8, 37, 15, 8)";"(6, 8, 37, 15, 8, 37, 15, 8, 37)"; 1
"(6, 8, 37, 15, 8, 37, 15, 8, 37)";"(6, 8, 37, 15, 8, 37, 15, 8, 37)";"(8, 37, 15, 8, 37, 15, 8, 37, 37)"; 1
"(6, 8, 37, 15, 8, 37, 15, 8, 37)";"(6, 8, 37, 15, 8, 37, 15, 8, 37)";"(8, 37, 15, 8, 37, 15, 8, 37, 8)"; 1
"(8, 37, 15, 8, 37, 15, 8, 37, 37)";"(8, 37, 15, 8, 37, 15, 8, 37, 37)";"(37, 15, 8, 37, 15, 8, 37, 37, 37)"; 1
"(37, 15, 8, 37, 15, 8, 37, 37, 37)";"(37, 15, 8, 37, 15, 8, 37, 37, 37)";"(15, 8, 37, 15, 8, 37, 37, 37, 34)"; 1
"(15, 8, 37, 15, 8, 37, 37, 37, 34)";"(15, 8, 37, 15, 8, 37, 37, 37, 34)";"(8, 37, 15, 8, 37, 37, 37, 34, 34)"; 1
"(8, 37, 15, 8, 37, 37, 37, 34, 34)";"(8, 37, 15, 8, 37, 37, 37, 34, 34)";"(37, 15, 8, 37, 37, 37, 34, 34, 34)"; 1
"(37, 15, 8, 37, 37, 37, 34, 34, 34)";"(37, 15, 8, 37, 37, 37, 34, 34, 34)";"(15, 8, 37, 37, 37, 34, 34, 34, 34)"; 1
"(15, 8, 37, 37, 37, 34, 34, 34, 34)";"(15, 8, 37, 37, 37, 34, 34, 34, 34)";"(8, 37, 37, 37, 34, 34, 34, 34, 16)"; 1
"(8, 37, 37, 37, 34, 34, 34, 34, 16)";"(8, 37, 37, 37, 34, 34, 34, 34, 16)";"(37, 37, 37, 34, 34, 34, 34, 16, 16)"; 1
"(37, 37, 37, 34, 34, 34, 34, 16, 16)";"(37, 37, 37, 34, 34, 34, 34, 16, 16)";"(37, 37, 34, 34, 34, 34, 16, 16, 30)"; 1
"(37, 37, 34, 34, 34, 34, 16, 16, 30)";"(37, 37, 34, 34, 34, 34, 16, 16, 30)";"(37, 34, 34, 34, 34, 16, 16, 30, 7)"; 1
"(37, 34, 34, 34, 34, 16, 16, 30, 7)";"(37, 34, 34, 34, 34, 16, 16, 30, 7)";"(34, 34, 34, 34, 16, 16, 30, 7, 5)"; 1
"(34, 34, 34, 34, 16, 16, 30, 7, 5)";"(34, 34, 34, 34, 16, 16, 30, 7, 5)";"(34, 34, 34, 16, 16, 30, 7, 5, 0)"; 1
"(34, 34, 34, 16, 16, 30, 7, 5, 0)";"(34, 34, 34, 16, 16, 30, 7, 5, 0)";"(34, 34, 16, 16, 30, 7, 5, 0, 4)"; 1
"(34, 34, 16, 16, 30, 7, 5, 0, 4)";"(34, 34, 16, 16, 30, 7, 5, 0, 4)";"(34, 16, 16, 30, 7, 5, 0, 4, 8)"; 1
"(34, 16, 16, 30, 7, 5, 0, 4, 8)";"(34, 16, 16, 30, 7, 5, 0, 4, 8)";"(16, 16, 30, 7, 5, 0, 4, 8, 8)"; 1
"(16, 16, 30, 7, 5, 0, 4, 8, 8)";"(16, 16, 30, 7, 5, 0, 4, 8, 8)";"(16, 30, 7, 5, 0, 4, 8, 8, 40)"; 1
"(0, 4, 44, 6, 8, 37, 35, 34, 8)";"(0, 4, 44, 6, 8, 37, 35, 34, 8)";"(4, 44, 6, 8, 37, 35, 34, 8, 37)"; 2
"(4, 44, 6, 8, 37, 35, 34, 8, 37)";"(4, 44, 6, 8, 37, 35, 34, 8, 37)";"(44, 6, 8, 37, 35, 34, 8, 37, 35)"; 2
"(44, 6, 8, 37, 35, 34, 8, 37, 35)";"(44, 6, 8, 37, 35, 34, 8, 37, 35)";"(6, 8, 37, 35, 34, 8, 37, 35, 34)"; 2
"(6, 8, 37, 35, 34, 8, 37, 35, 34)";"(6, 8, 37, 35, 34, 8, 37, 35, 34)";"(8, 37, 35, 34, 8, 37, 35, 34, 34)"; 2
"(8, 37, 35, 34, 8, 37, 35, 34, 34)";"(8, 37, 35, 34, 8, 37, 35, 34, 34)";"(37, 35, 34, 8, 37, 35, 34, 34, 7)"; 2
"(37, 35, 34, 8, 37, 35, 34, 34, 7)";"(37, 35, 34, 8, 37, 35, 34, 34, 7)";"(35, 34, 8, 37, 35, 34, 34, 7, 5)"; 2
"(35, 34, 8, 37, 35, 34, 34, 7, 5)";"(35, 34, 8, 37, 35, 34, 34, 7, 5)";"(34, 8, 37, 35, 34, 34, 7, 5, 0)"; 2
"(6, 37, 50, 35, 15, 34, 15, 34, 8)";"(6, 37, 50, 35, 15, 34, 15, 34, 8)";"(37, 50, 35, 15, 34, 15, 34, 8, 37)"; 2
"(37, 50, 35, 15, 34, 15, 34, 8, 37)";"(37, 50, 35, 15, 34, 15, 34, 8, 37)";"(50, 35, 15, 34, 15, 34, 8, 37, 35)"; 2
"(50, 35, 15, 34, 15, 34, 8, 37, 35)";"(50, 35, 15, 34, 15, 34, 8, 37, 35)";"(35, 15, 34, 15, 34, 8, 37, 35, 34)"; 2
"(35, 15, 34, 15, 34, 8, 37, 35, 34)";"(35, 15, 34, 15, 34, 8, 37, 35, 34)";"(15, 34, 15, 34, 8, 37, 35, 34, 16)"; 2
"(35, 34, 41, 44, 6, 15, 8, 37, 8)";"(35, 34, 41, 44, 6, 15, 8, 37, 8)";"(34, 41, 44, 6, 15, 8, 37, 8, 37)"; 2
"(34, 41, 44, 6, 15, 8, 37, 8, 37)";"(34, 41, 44, 6, 15, 8, 37, 8, 37)";"(41, 44, 6, 15, 8, 37, 8, 37, 34)"; 2
"(41, 44, 6, 15, 8, 37, 8, 37, 34)";"(41, 44, 6, 15, 8, 37, 8, 37, 34)";"(44, 6, 15, 8, 37, 8, 37, 34, 15)"; 2
"(44, 6, 15, 8, 37, 8, 37, 34, 15)";"(44, 6, 15, 8, 37, 8, 37, 34, 15)";"(6, 15, 8, 37, 8, 37, 34, 15, 8)"; 2
"(6, 15, 8, 37, 8, 37, 34, 15, 8)";"(6, 15, 8, 37, 8, 37, 34, 15, 8)";"(15, 8, 37, 8, 37, 34, 15, 8, 37)"; 2
"(8, 37, 8, 37, 34, 15, 8, 37, 34)";"(8, 37, 8, 37, 34, 15, 8, 37, 34)";"(37, 8, 37, 34, 15, 8, 37, 34, 35)"; 1
"(37, 8, 37, 34, 15, 8, 37, 34, 35)";"(37, 8, 37, 34, 15, 8, 37, 34, 35)";"(8, 37, 34, 15, 8, 37, 34, 35, 34)"; 1
"(8, 37, 34, 15, 8, 37, 34, 35, 34)";"(8, 37, 34, 15, 8, 37, 34, 35, 34)";"(37, 34, 15, 8, 37, 34, 35, 34, 16)"; 1
"(37, 34, 15, 8, 37, 34, 35, 34, 16)";"(37, 34, 15, 8, 37, 34, 35, 34, 16)";"(34, 15, 8, 37, 34, 35, 34, 16, 16)"; 1
"(34, 15, 8, 37, 34, 35, 34, 16, 16)";"(34, 15, 8, 37, 34, 35, 34, 16, 16)";"(15, 8, 37, 34, 35, 34, 16, 16, 7)"; 1
"(15, 8, 37, 34, 35, 34, 16, 16, 7)";"(15, 8, 37, 34, 35, 34, 16, 16, 7)";"(8, 37, 34, 35, 34, 16, 16, 7, 44)"; 1
"(8, 37, 34, 35, 34, 16, 16, 7, 44)";"(8, 37, 34, 35, 34, 16, 16, 7, 44)";"(37, 34, 35, 34, 16, 16, 7, 44, 6)"; 1
"(37, 34, 35, 34, 16, 16, 7, 44, 6)";"(37, 34, 35, 34, 16, 16, 7, 44, 6)";"(34, 35, 34, 16, 16, 7, 44, 6, 15)"; 1
"(34, 35, 34, 16, 16, 7, 44, 6, 15)";"(34, 35, 34, 16, 16, 7, 44, 6, 15)";"(35, 34, 16, 16, 7, 44, 6, 15, 8)"; 1
"(8, 37, 37, 34, 37, 34, 37, 34, 37)";"(8, 37, 37, 34, 37, 34, 37, 34, 37)";"(37, 37, 34, 37, 34, 37, 34, 37, 37)"; 1
"(37, 37, 34, 37, 34, 37, 34, 37, 37)";"(37, 37, 34, 37, 34, 37, 34, 37, 37)";"(37, 34, 37, 34, 37, 34, 37, 37, 37)"; 1
"(37, 34, 37, 34, 37, 34, 37, 37, 37)";"(37, 34, 37, 34, 37, 34, 37, 37, 37)";"(34, 37, 34, 37, 34, 37, 37, 37, 34)"; 1
"(34, 37, 34, 37, 34, 37, 37, 37, 34)";"(34, 37, 34, 37, 34, 37, 37, 37, 34)";"(37, 34, 37, 34, 37, 37, 37, 34, 34)"; 1
"(37, 34, 37, 34, 37, 37, 37, 34, 34)";"(37, 34, 37, 34, 37, 37, 37, 34, 34)";"(34, 37, 34, 37, 37, 37, 34, 34, 16)"; 1
"(34, 37, 34, 37, 37, 37, 34, 34, 16)";"(34, 37, 34, 37, 37, 37, 34, 34, 16)";"(37, 34, 37, 37, 37, 34, 34, 16, 7)"; 1
"(37, 34, 37, 37, 37, 34, 34, 16, 7)";"(37, 34, 37, 37, 37, 34, 34, 16, 7)";"(34, 37, 37, 37, 34, 34, 16, 7, 6)"; 1
"(34, 37, 37, 37, 34, 34, 16, 7, 6)";"(34, 37, 37, 37, 34, 34, 16, 7, 6)";"(37, 37, 37, 34, 34, 16, 7, 6, 30)"; 1
"(37, 37, 37, 34, 34, 16, 7, 6, 30)";"(37, 37, 37, 34, 34, 16, 7, 6, 30)";"(37, 37, 34, 34, 16, 7, 6, 30, 34)"; 1
"(37, 37, 34, 34, 16, 7, 6, 30, 34)";"(37, 37, 34, 34, 16, 7, 6, 30, 34)";"(37, 34, 34, 16, 7, 6, 30, 34, 7)"; 1
"(6, 30, 34, 7, 6, 8, 37, 15, 37)";"(6, 30, 34, 7, 6, 8, 37, 15, 37)";"(30, 34, 7, 6, 8, 37, 15, 37, 34)"; 2
"(30, 34, 7, 6, 8, 37, 15, 37, 34)";"(30, 34, 7, 6, 8, 37, 15, 37, 34)";"(34, 7, 6, 8, 37, 15, 37, 34, 34)"; 1
"(30, 34, 7, 6, 8, 37, 15, 37, 34)";"(30, 34, 7, 6, 8, 37, 15, 37, 34)";"(34, 7, 6, 8, 37, 15, 37, 34, 16)"; 1
"(34, 7, 6, 8, 37, 15, 37, 34, 34)";"(34, 7, 6, 8, 37, 15, 37, 34, 34)";"(7, 6, 8, 37, 15, 37, 34, 34, 16)"; 1
"(7, 6, 8, 37, 15, 37, 34, 34, 16)";"(7, 6, 8, 37, 15, 37, 34, 34, 16)";"(6, 8, 37, 15, 37, 34, 34, 16, 30)"; 1
"(6, 37, 7, 52, 6, 8, 37, 34, 34)";"(6, 37, 7, 52, 6, 8, 37, 34, 34)";"(37, 7, 52, 6, 8, 37, 34, 34, 30)"; 8
"(6, 37, 7, 52, 6, 8, 37, 34, 34)";"(6, 37, 7, 52, 6, 8, 37, 34, 34)";"(37, 7, 52, 6, 8, 37, 34, 34, 34)"; 1
"(37, 7, 52, 6, 8, 37, 34, 34, 30)";"(37, 7, 52, 6, 8, 37, 34, 34, 30)";"(7, 52, 6, 8, 37, 34, 34, 30, 7)"; 8
"(7, 52, 6, 8, 37, 34, 34, 30, 7)";"(7, 52, 6, 8, 37, 34, 34, 30, 7)";"(52, 6, 8, 37, 34, 34, 30, 7, 5)"; 8
"(52, 6, 8, 37, 34, 34, 30, 7, 5)";"(52, 6, 8, 37, 34, 34, 30, 7, 5)";"(6, 8, 37, 34, 34, 30, 7, 5, 0)"; 8
"(6, 8, 37, 34, 34, 30, 7, 5, 0)";"(6, 8, 37, 34, 34, 30, 7, 5, 0)";"(8, 37, 34, 34, 30, 7, 5, 0, 4)"; 8
"(8, 37, 34, 34, 30, 7, 5, 0, 4)";"(8, 37, 34, 34, 30, 7, 5, 0, 4)";"(37, 34, 34, 30, 7, 5, 0, 4, 47)"; 8
"(37, 34, 34, 30, 7, 5, 0, 4, 47)";"(37, 34, 34, 30, 7, 5, 0, 4, 47)";"(34, 34, 30, 7, 5, 0, 4, 47, 48)"; 8
"(34, 34, 30, 7, 5, 0, 4, 47, 48)";"(34, 34, 30, 7, 5, 0, 4, 47, 48)";"(34, 30, 7, 5, 0, 4, 47, 48, 49)"; 9
"(50, 35, 8, 37, 34, 8, 37, 34, 15)";"(50, 35, 8, 37, 34, 8, 37, 34, 15)";"(35, 8, 37, 34, 8, 37, 34, 15, 8)"; 1
"(35, 8, 37, 34, 8, 37, 34, 15, 8)";"(35, 8, 37, 34, 8, 37, 34, 15, 8)";"(8, 37, 34, 8, 37, 34, 15, 8, 37)"; 1
"(8, 37, 34, 8, 37, 34, 15, 8, 37)";"(8, 37, 34, 8, 37, 34, 15, 8, 37)";"(37, 34, 8, 37, 34, 15, 8, 37, 15)"; 2
"(37, 34, 8, 37, 34, 15, 8, 37, 15)";"(37, 34, 8, 37, 34, 15, 8, 37, 15)";"(34, 8, 37, 34, 15, 8, 37, 15, 8)"; 2
"(34, 8, 37, 34, 15, 8, 37, 15, 8)";"(34, 8, 37, 34, 15, 8, 37, 15, 8)";"(8, 37, 34, 15, 8, 37, 15, 8, 37)"; 2
"(8, 37, 34, 15, 8, 37, 15, 8, 37)";"(8, 37, 34, 15, 8, 37, 15, 8, 37)";"(37, 34, 15, 8, 37, 15, 8, 37, 8)"; 1
"(8, 37, 34, 15, 8, 37, 15, 8, 37)";"(8, 37, 34, 15, 8, 37, 15, 8, 37)";"(37, 34, 15, 8, 37, 15, 8, 37, 37)"; 1
"(37, 34, 15, 8, 37, 15, 8, 37, 8)";"(37, 34, 15, 8, 37, 15, 8, 37, 8)";"(34, 15, 8, 37, 15, 8, 37, 8, 37)"; 1
"(34, 15, 8, 37, 15, 8, 37, 8, 37)";"(34, 15, 8, 37, 15, 8, 37, 8, 37)";"(15, 8, 37, 15, 8, 37, 8, 37, 35)"; 1
"(3, 3, 4, 50, 8, 37, 50, 35, 8)";"(3, 3, 4, 50, 8, 37, 50, 35, 8)";"(3, 4, 50, 8, 37, 50, 35, 8, 37)"; 1
"(3, 4, 50, 8, 37, 50, 35, 8, 37)";"(3, 4, 50, 8, 37, 50, 35, 8, 37)";"(4, 50, 8, 37, 50, 35, 8, 37, 8)"; 1
"(4, 50, 8, 37, 50, 35, 8, 37, 8)";"(4, 50, 8, 37, 50, 35, 8, 37, 8)";"(50, 8, 37, 50, 35, 8, 37, 8, 40)"; 1
"(50, 8, 37, 50, 35, 8, 37, 8, 40)";"(50, 8, 37, 50, 35, 8, 37, 8, 40)";"(8, 37, 50, 35, 8, 37, 8, 40, 37)"; 1
"(8, 37, 50, 35, 8, 37, 8, 40, 37)";"(8, 37, 50, 35, 8, 37, 8, 40, 37)";"(37, 50, 35, 8, 37, 8, 40, 37, 35)"; 1
"(37, 50, 35, 8, 37, 8, 40, 37, 35)";"(37, 50, 35, 8, 37, 8, 40, 37, 35)";"(50, 35, 8, 37, 8, 40, 37, 35, 34)"; 1
"(50, 35, 8, 37, 8, 40, 37, 35, 34)";"(50, 35, 8, 37, 8, 40, 37, 35, 34)";"(35, 8, 37, 8, 40, 37, 35, 34, 41)"; 1
"(35, 8, 37, 8, 40, 37, 35, 34, 41)";"(35, 8, 37, 8, 40, 37, 35, 34, 41)";"(8, 37, 8, 40, 37, 35, 34, 41, 40)"; 1
"(35, 34, 16, 16, 7, 44, 6, 8, 37)";"(35, 34, 16, 16, 7, 44, 6, 8, 37)";"(34, 16, 16, 7, 44, 6, 8, 37, 15)"; 1
"(34, 16, 16, 7, 44, 6, 8, 37, 15)";"(34, 16, 16, 7, 44, 6, 8, 37, 15)";"(16, 16, 7, 44, 6, 8, 37, 15, 8)"; 1
"(16, 16, 7, 44, 6, 8, 37, 15, 8)";"(16, 16, 7, 44, 6, 8, 37, 15, 8)";"(16, 7, 44, 6, 8, 37, 15, 8, 37)"; 2
"(16, 7, 44, 6, 8, 37, 15, 8, 37)";"(16, 7, 44, 6, 8, 37, 15, 8, 37)";"(7, 44, 6, 8, 37, 15, 8, 37, 37)"; 2
"(7, 44, 6, 8, 37, 15, 8, 37, 37)";"(7, 44, 6, 8, 37, 15, 8, 37, 37)";"(44, 6, 8, 37, 15, 8, 37, 37, 34)"; 2
